doc,entite_source,source_type,relation,entite_cible,cible_type,texte_contexte
FR100255,traitement,EVENT,CONTAINS,relais,EVENT,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
FR100255,traitement,EVENT,CONTAINS,bolus,EVENT,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
FR100255,bolus,EVENT,BEFORE,relais,EVENT,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
FR100255,réveillée,EVENT,BEFORE,radio,EVENT,"Après une heure, la patiente s'est réveillée et devenue consciente avec un GCS à 15."
FR100255,consciente,EVENT,BEGINS-ON,réveillée,EVENT,"Après une heure, la patiente s'est réveillée et devenue consciente avec un GCS à 15."
FR100255,consciente,EVENT,SIMULTANEOUS,GCS,EVENT,"Après une heure, la patiente s'est réveillée et devenue consciente avec un GCS à 15."
FR100255,radio,EVENT,BEFORE,TDM,EVENT,Une radio pulmonaire de face a montré un pneumomédiastin et un emphysème sous cutané.
FR100255,pneumomédiastin,EVENT,CONTAINS,radio,EVENT,Une radio pulmonaire de face a montré un pneumomédiastin et un emphysème sous cutané.
FR100255,emphysème,EVENT,CONTAINS,radio,EVENT,Une radio pulmonaire de face a montré un pneumomédiastin et un emphysème sous cutané.
FR100255,TDM,EVENT,BEFORE,bilan,EVENT,"Une TDM cervico-thoraco-abdominale a révélé la présence d'un pneumomédiastin important, un discret pneumothorax postérieur droit et un important pneumopéritoine."
FR100255,pneumomédiastin,EVENT,CONTAINS,TDM,EVENT,"Une TDM cervico-thoraco-abdominale a révélé la présence d'un pneumomédiastin important, un discret pneumothorax postérieur droit et un important pneumopéritoine."
FR100255,pneumothorax,EVENT,CONTAINS,TDM,EVENT,"Une TDM cervico-thoraco-abdominale a révélé la présence d'un pneumomédiastin important, un discret pneumothorax postérieur droit et un important pneumopéritoine."
FR100255,pneumopéritoine,EVENT,CONTAINS,TDM,EVENT,"Une TDM cervico-thoraco-abdominale a révélé la présence d'un pneumomédiastin important, un discret pneumothorax postérieur droit et un important pneumopéritoine."
FR100255,bilan,EVENT,CONTAINS,NFS,EVENT,"Le bilan biologique (NFS, ionogramme sanguin, bilan hépatique, TP et TCA) est revenu normal."
FR100255,bilan,EVENT,BEFORE,expulsé,EVENT,"Le bilan biologique (NFS, ionogramme sanguin, bilan hépatique, TP et TCA) est revenu normal."
FR100255,bilan,EVENT,CONTAINS,ionogramme,EVENT,"Le bilan biologique (NFS, ionogramme sanguin, bilan hépatique, TP et TCA) est revenu normal."
FR100255,bilan,EVENT,CONTAINS,TCA,EVENT,"Le bilan biologique (NFS, ionogramme sanguin, bilan hépatique, TP et TCA) est revenu normal."
FR100255,bilan,EVENT,CONTAINS,TP,EVENT,"Le bilan biologique (NFS, ionogramme sanguin, bilan hépatique, TP et TCA) est revenu normal."
FR100255,bilan,EVENT,CONTAINS,bilan,EVENT,"Le bilan biologique (NFS, ionogramme sanguin, bilan hépatique, TP et TCA) est revenu normal."
FR100255,admission,EVENT,BEFORE,expulsé,EVENT,"Deux jours après son admission, la patiente a expulsé par voie vaginale un mort-né d'un poids de 1800 grammes avec forceps et sans efforts d'expulsions sous analgésie péridurale."
FR100255,expulsé,EVENT,OVERLAP,poids,EVENT,"Deux jours après son admission, la patiente a expulsé par voie vaginale un mort-né d'un poids de 1800 grammes avec forceps et sans efforts d'expulsions sous analgésie péridurale."
FR100255,expulsé,EVENT,BEFORE,contrôle,EVENT,"Deux jours après son admission, la patiente a expulsé par voie vaginale un mort-né d'un poids de 1800 grammes avec forceps et sans efforts d'expulsions sous analgésie péridurale."
FR100255,expulsé,EVENT,CONTAINS,efforts,EVENT,"Deux jours après son admission, la patiente a expulsé par voie vaginale un mort-né d'un poids de 1800 grammes avec forceps et sans efforts d'expulsions sous analgésie péridurale."
FR100255,analgésie,EVENT,CONTAINS,expulsé,EVENT,"Deux jours après son admission, la patiente a expulsé par voie vaginale un mort-né d'un poids de 1800 grammes avec forceps et sans efforts d'expulsions sous analgésie péridurale."
FR100255,contrôle,EVENT,BEFORE,quitté,EVENT,Le contrôle radiologique à une semaine a noté une nette diminution de l'emphysème sous cutané et du pneumomédiastin.
FR100255,diminution,EVENT,CONTAINS,contrôle,EVENT,Le contrôle radiologique à une semaine a noté une nette diminution de l'emphysème sous cutané et du pneumomédiastin.
FR100255,pneumomédiastin,EVENT,CONTAINS,contrôle,EVENT,Le contrôle radiologique à une semaine a noté une nette diminution de l'emphysème sous cutané et du pneumomédiastin.
FR100255,10,RML,PERTAINS,score,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,185/120 mmHg,RML,PERTAINS,pression,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,120 battements par minutes,RML,PERTAINS,fréquence,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,20 cycles/min,RML,PERTAINS,fréquence,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,95%,RML,PERTAINS,SpO2,EVENT,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,négatifs,RML,PERTAINS,bruits,EVENT,L'examen obstétrical a montré des bruits cardiaque fœtaux négatifs et un col long fermé et postérieur sans saignement ni contracture utérine.
FR100255,15,RML,PERTAINS,GCS,EVENT,"Après une heure, la patiente s'est réveillée et devenue consciente avec un GCS à 15."
FR100255,normal,RML,PERTAINS,bilan,EVENT,"Le bilan biologique (NFS, ionogramme sanguin, bilan hépatique, TP et TCA) est revenu normal."
FR100255,1800 grammes,RML,PERTAINS,poids,EVENT,"Deux jours après son admission, la patiente a expulsé par voie vaginale un mort-né d'un poids de 1800 grammes avec forceps et sans efforts d'expulsions sous analgésie péridurale."
FR100255,Deux jours,TIMEX3,BEGINS-ON,admission,EVENT,"Deux jours après son admission, la patiente a expulsé par voie vaginale un mort-né d'un poids de 1800 grammes avec forceps et sans efforts d'expulsions sous analgésie péridurale."
FR100255,Deux jours,TIMEX3,ENDS-ON,expulsé,EVENT,"Deux jours après son admission, la patiente a expulsé par voie vaginale un mort-né d'un poids de 1800 grammes avec forceps et sans efforts d'expulsions sous analgésie péridurale."
FR100255,une semaine,TIMEX3,ENDS-ON,contrôle,EVENT,Le contrôle radiologique à une semaine a noté une nette diminution de l'emphysème sous cutané et du pneumomédiastin.
FR100255,au dixième jour,TIMEX3,CONTAINS,quitté,EVENT,La patiente a quitté l'hôpital au dixième jour.
FR100255,trouvé,EVENT,Non annoté,Indéterminé,Aucun,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,montré,EVENT,Non annoté,Indéterminé,Aucun,L'examen obstétrical a montré des bruits cardiaque fœtaux négatifs et un col long fermé et postérieur sans saignement ni contracture utérine.
FR100255,montré,EVENT,Non annoté,Indéterminé,Aucun,Une radio pulmonaire de face a montré un pneumomédiastin et un emphysème sous cutané.
FR100255,révélé,EVENT,Non annoté,Indéterminé,Aucun,"Une TDM cervico-thoraco-abdominale a révélé la présence d'un pneumomédiastin important, un discret pneumothorax postérieur droit et un important pneumopéritoine."
FR100255,noté,EVENT,Non annoté,Indéterminé,Aucun,Le contrôle radiologique à une semaine a noté une nette diminution de l'emphysème sous cutané et du pneumomédiastin.
FR100255,crise d'éclampsie,CLINENTITY,Non annoté,Indéterminé,Aucun,"Madame K, âgée de 25 ans, primipare, sans antécédents particuliers, admise aux urgences pour crise d'éclampsie sur une grossesse de 36 semaines d'aménorrhées."
FR100255,déficit neurologique,CLINENTITY,Non annoté,Indéterminé,Aucun,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,emphysème sous cutané,CLINENTITY,Non annoté,Indéterminé,Aucun,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,traumatisme,CLINENTITY,Non annoté,Indéterminé,Aucun,"L'examen à l'admission a trouvé un score de Glasgow à 10, sans déficit neurologique sensitivomoteur, une pression artérielle à 185/120 mmHg, une fréquence cardiaque à 120 battements par minutes, une fréquence respiratoire à 20 cycles/min et une SpO2 à 95% à l'air ambiant, un emphysème sous cutané étendu du visage jusqu'à l'abdomen avec une diminution des murmures vésiculaires au champ pulmonaire droit et sans signe de traumatisme."
FR100255,crise d'éclampsie,CLINENTITY,Non annoté,Indéterminé,Aucun,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
FR100255,hypertension artérielle,CLINENTITY,Non annoté,Indéterminé,Aucun,"Après mise en condition: oxygénothérapie, décubitus latérale gauche, un traitement de la crise d'éclampsie par le sulfate de magnésium (4g bolus en 20min puis relais par perfusion continue d' 1g par heure) et un traitement de l'hypertension artérielle par la nicardipine (0,5mg/heure en perfusion continue)."
FR100255,pneumomédiastin,CLINENTITY,Non annoté,Indéterminé,Aucun,Une radio pulmonaire de face a montré un pneumomédiastin et un emphysème sous cutané.
FR100255,emphysème sous cutané,CLINENTITY,Non annoté,Indéterminé,Aucun,Une radio pulmonaire de face a montré un pneumomédiastin et un emphysème sous cutané.
FR100255,pneumomédiastin,CLINENTITY,Non annoté,Indéterminé,Aucun,"Une TDM cervico-thoraco-abdominale a révélé la présence d'un pneumomédiastin important, un discret pneumothorax postérieur droit et un important pneumopéritoine."
FR100255,pneumothorax,CLINENTITY,Non annoté,Indéterminé,Aucun,"Une TDM cervico-thoraco-abdominale a révélé la présence d'un pneumomédiastin important, un discret pneumothorax postérieur droit et un important pneumopéritoine."
FR100255,pneumopéritoine,CLINENTITY,Non annoté,Indéterminé,Aucun,"Une TDM cervico-thoraco-abdominale a révélé la présence d'un pneumomédiastin important, un discret pneumothorax postérieur droit et un important pneumopéritoine."
FR100255,emphysème sous cutané,CLINENTITY,Non annoté,Indéterminé,Aucun,Le contrôle radiologique à une semaine a noté une nette diminution de l'emphysème sous cutané et du pneumomédiastin.
